chr	start	end	length	CpGcount	GCcontent	pctGC	obsExp
chr10	11911636	11912583	948	93	702	0.741	0.716
chr10	11934150	11934396	247	9	115	0.466	0.687
chr10	11936170	11937061	892	68	597	0.669	0.693
chr10	12084279	12085664	1386	100	883	0.637	0.712
chr10	12110736	12111304	569	63	417	0.733	0.828
chr10	12171272	12172081	810	103	618	0.763	0.886
chr10	12237379	12238656	1278	74	709	0.555	0.753
chr10	12268331	12269129	799	53	543	0.68	0.577
chr10	12390782	12391826	1045	139	810	0.775	0.886
chr10	12391962	12392590	629	70	429	0.682	0.958
chr10	12412184	12412286	103	5	55	0.534	0.692
chr10	12412469	12412558	90	5	48	0.533	0.879
chr10	12430813	12430978	166	12	87	0.524	1.085
chr10	12561137	12562812	1676	123	1236	0.737	0.54
chr10	12564843	12565628	786	55	541	0.688	0.592
chr10	12648129	12648482	354	17	207	0.585	0.562
chr10	12940450	12940736	287	20	180	0.627	0.709
chr10	12999505	12999646	142	7	77	0.542	0.69
chr10	13043136	13043969	834	95	630	0.755	0.809
chr10	13141795	13142494	700	70	501	0.716	0.792
chr10	13203437	13204243	807	64	480	0.595	0.928
chr10	13301663	13301966	304	19	218	0.717	0.49
chr10	13341378	13342224	847	93	617	0.728	0.829
chr10	13344202	13344470	269	19	175	0.651	0.669
chr10	13364845	13365067	223	15	138	0.619	0.708
chr10	13388412	13388569	158	10	83	0.525	0.918
chr10	13389235	13390352	1118	174	897	0.802	0.968
chr10	13390485	13390941	457	38	269	0.589	0.967
chr10	13424848	13425017	170	9	96	0.565	0.701
chr10	13425232	13425690	459	24	253	0.551	0.734
chr10	13481846	13481946	101	9	65	0.644	0.941
chr10	13482608	13482703	96	12	72	0.75	0.935
chr10	13513994	13516735	2742	158	1384	0.505	0.905
chr10	13570079	13570220	142	12	103	0.725	0.643
chr10	13570344	13570464	121	21	107	0.884	0.89
chr10	13570577	13571394	818	143	694	0.848	0.972
chr10	13571681	13571761	81	4	35	0.432	1.059
chr10	13628841	13629986	1146	59	654	0.571	0.633
chr10	13698593	13699521	929	101	652	0.702	0.883
chr10	13708083	13708274	192	10	99	0.516	0.786
chr10	13736003	13736113	111	7	63	0.568	0.788
chr10	13749285	13749554	270	13	159	0.589	0.587
chr10	13760025	13760199	175	8	99	0.566	0.576
chr10	13932842	13934399	1558	128	965	0.619	0.875
chr10	14050479	14050615	137	7	68	0.496	0.832
chr10	14051649	14051852	204	9	104	0.51	0.7
chr10	14215802	14216222	421	19	242	0.575	0.575
chr10	14496400	14496520	121	6	58	0.479	0.863
chr10	14551019	14551251	233	11	125	0.536	0.661
chr10	14645806	14646706	901	147	732	0.812	0.989
chr10	14816185	14816596	412	25	238	0.578	0.733
chr10	14879703	14881042	1340	127	910	0.679	0.833
chr10	14920321	14921795	1475	161	1014	0.687	0.926
chr10	14995280	14996432	1153	74	681	0.591	0.737
chr10	15001179	15002096	918	66	580	0.632	0.721
chr10	15017010	15017147	138	9	72	0.522	0.977
chr10	15017880	15018112	233	14	122	0.524	0.892
chr10	15022599	15023209	611	21	338	0.553	0.451
chr10	15023456	15023633	178	12	99	0.556	0.879
chr10	15025144	15025378	235	10	116	0.494	0.699
chr10	15025679	15026373	695	25	348	0.501	0.58
chr10	15032592	15033199	608	27	318	0.523	0.649
chr10	15034889	15034980	92	6	56	0.609	0.719
chr10	15035308	15035830	523	24	279	0.533	0.646
chr10	15036119	15036339	221	8	102	0.462	0.689
chr10	15036748	15036911	164	10	95	0.579	0.733
chr10	15037285	15038597	1313	70	702	0.535	0.751
chr10	15054863	15055437	575	18	274	0.477	0.553
chr10	15130432	15130914	483	53	359	0.743	0.799
chr10	15138599	15140028	1430	114	879	0.615	0.844
chr10	15209757	15211275	1519	158	1098	0.723	0.827
chr10	15254612	15256479	1868	95	1049	0.562	0.645
chr10	15411760	15413442	1683	190	1206	0.717	0.885
chr10	15467284	15467503	220	18	128	0.582	1.008
chr10	15468169	15468831	663	45	444	0.67	0.605
chr10	15576977	15577266	290	20	211	0.728	0.522
chr10	15577994	15578158	165	11	88	0.533	0.945
chr10	15760778	15762142	1365	105	893	0.654	0.721
chr10	15901852	15902614	763	50	478	0.626	0.671
chr10	15963439	15963740	302	24	176	0.583	0.94
chr10	16478554	16479298	745	46	454	0.609	0.684
chr10	16561605	16563823	2219	229	1540	0.694	0.863
chr10	16680346	16680783	438	15	213	0.486	0.581
chr10	16741454	16741624	171	10	96	0.561	0.747
chr10	16859026	16859965	940	69	584	0.621	0.761
chr10	17242960	17243090	131	6	62	0.473	0.936
chr10	17243257	17243757	501	49	344	0.687	0.849
chr10	17270191	17272794	2604	215	1693	0.65	0.787
chr10	17346974	17347362	389	16	195	0.501	0.657
chr10	17495475	17496722	1248	158	934	0.748	0.907
chr10	17619362	17619428	67	4	33	0.493	1.031
chr10	17658575	17659640	1066	128	764	0.717	0.942
chr10	17670950	17672177	1228	93	858	0.699	0.621
chr10	17672832	17672996	165	8	97	0.588	0.8
chr10	17685617	17686336	720	42	411	0.571	0.716
chr10	17764656	17764816	161	9	91	0.565	0.702
chr10	18239752	18239936	185	15	127	0.686	0.704
chr10	18325298	18325569	272	20	165	0.607	0.806
chr10	18429206	18430539	1334	126	921	0.69	0.795
chr10	18549684	18550237	554	20	276	0.498	0.584
chr10	18801889	18802001	113	7	58	0.513	0.945
chr10	18828340	18828551	212	15	126	0.594	0.804
chr10	18875371	18875589	219	13	122	0.557	0.791
chr10	18916429	18916689	261	17	157	0.602	0.721
chr10	18940259	18940686	428	30	231	0.54	0.997
chr10	18948114	18949125	1012	83	610	0.603	0.933
chr10	18999203	18999818	616	39	394	0.64	0.622
chr10	19239775	19239959	185	11	98	0.53	0.871
chr10	19240207	19240562	356	21	249	0.699	0.486
chr10	19383253	19383446	194	14	120	0.619	0.765
chr10	19875887	19876023	137	9	81	0.591	0.755
chr10	20104362	20106945	2584	181	1633	0.632	0.702
chr10	21046301	21046570	270	22	160	0.593	0.94
chr10	21318483	21319037	555	22	282	0.508	0.632
chr10	21461740	21463809	2070	195	1412	0.682	0.81
chr10	21676822	21677087	266	10	136	0.511	0.575
chr10	21683056	21683137	82	10	58	0.707	1.019
chr10	21719239	21719572	334	32	278	0.832	0.554
chr10	21783216	21784050	835	67	529	0.634	0.8
chr10	21784230	21786421	2192	192	1489	0.679	0.762
chr10	21788502	21789584	1083	80	671	0.62	0.77
chr10	21796189	21796564	376	17	195	0.519	0.684
chr10	21797104	21797225	122	9	85	0.697	0.608
chr10	21797694	21798119	426	39	292	0.685	0.794
chr10	21798341	21799004	664	49	454	0.684	0.638
chr10	21799163	21799474	312	33	234	0.75	0.752
chr10	21805198	21807254	2057	168	1260	0.613	0.876
chr10	21807700	21807757	58	5	36	0.621	0.921
chr10	21807895	21808021	127	5	65	0.512	0.645
chr10	21814278	21815710	1433	121	932	0.65	0.801
chr10	21816053	21816529	477	61	355	0.744	0.95
chr10	21822470	21824411	1942	193	1372	0.706	0.801
chr10	22048251	22048456	206	14	135	0.655	0.679
chr10	22125984	22127042	1059	84	768	0.725	0.604
chr10	22291889	22292878	990	95	692	0.699	0.786
chr10	22418546	22418798	253	18	151	0.597	0.818
chr10	22518081	22518516	436	52	295	0.677	1.042
chr10	22540950	22542720	1771	165	1172	0.662	0.851
chr10	22604927	22605758	832	104	582	0.7	1.028
chr10	22606014	22606107	94	6	47	0.5	1.025
chr10	22609409	22610486	1078	156	834	0.774	0.979
chr10	22610677	22611233	557	90	437	0.785	1.065
chr10	22614306	22614624	319	50	259	0.812	0.993
chr10	22614741	22614935	195	20	133	0.682	0.888
chr10	22622801	22623076	276	18	160	0.58	0.809
chr10	22623377	22623764	388	52	279	0.719	1.037
chr10	22623956	22626091	2136	193	1395	0.653	0.847
chr10	22629416	22630046	631	85	488	0.773	0.92
chr10	22630180	22630534	355	28	222	0.625	0.815
chr10	22634075	22634945	871	101	608	0.698	0.953
chr10	22725131	22726751	1621	149	1010	0.623	0.948
chr10	22764755	22767041	2287	212	1493	0.653	0.874
chr10	22825871	22826206	336	13	165	0.491	0.649
chr10	22843659	22844060	402	19	241	0.6	0.526
chr10	23002070	23002473	404	39	269	0.666	0.892
chr10	23002607	23004145	1539	173	1130	0.734	0.834
chr10	23216863	23217223	361	31	241	0.668	0.794
chr10	23352692	23352905	214	8	95	0.444	0.769
chr10	23384496	23384839	344	41	262	0.762	0.824
chr10	23437298	23437428	131	12	79	0.603	1.254
chr10	23460282	23460679	398	17	204	0.513	0.659
chr10	23461157	23461742	586	42	387	0.66	0.659
chr10	23461925	23463890	1966	181	1283	0.653	0.866
chr10	23480254	23482450	2197	239	1527	0.695	0.901
chr10	23483875	23484230	356	39	261	0.733	0.836
chr10	23484363	23484499	137	15	93	0.679	0.964
chr10	23487812	23489282	1471	94	925	0.629	0.647
chr10	23489702	23489953	252	10	130	0.516	0.614
chr10	23492798	23492945	148	11	93	0.628	0.753
chr10	23632641	23633058	418	39	270	0.646	0.896
chr10	23633340	23633576	237	19	156	0.658	0.792
chr10	23727671	23729504	1834	254	1388	0.757	0.969
chr10	23982454	23985017	2564	185	1648	0.643	0.699
chr10	24384020	24384162	143	9	87	0.608	0.691
chr10	24497850	24498076	227	19	151	0.665	0.769
chr10	24832879	24833076	198	10	94	0.475	0.898
chr10	24873708	24873963	256	12	122	0.477	0.848
chr10	24944511	24946423	1913	159	1486	0.777	0.551
chr10	25010635	25013914	3280	290	2145	0.654	0.836
chr10	25241177	25241901	725	87	535	0.738	0.896
chr10	25305089	25306264	1176	83	690	0.587	0.82
chr10	25463457	25465640	2184	188	1443	0.661	0.789
chr10	25507072	25507252	181	10	102	0.564	0.696
chr10	25541941	25542208	268	21	160	0.597	0.886
chr10	25755187	25755265	79	8	45	0.57	1.279
chr10	25809968	25810268	301	24	181	0.601	0.892
chr10	26044962	26045360	399	28	286	0.717	0.547
chr10	26045563	26045902	340	19	187	0.55	0.766
chr10	26222945	26224018	1074	95	731	0.681	0.824
chr10	26500677	26501473	797	43	464	0.582	0.637
chr10	26503817	26504294	478	24	287	0.6	0.557
chr10	26504417	26506142	1726	139	1094	0.634	0.818
chr10	26506304	26507618	1315	107	820	0.624	0.84
chr10	26680606	26681314	709	61	496	0.7	0.706
chr10	26727009	26728175	1167	85	731	0.626	0.743
chr10	26855935	26856469	535	60	396	0.74	0.847
chr10	26883039	26883167	129	8	92	0.713	0.555
chr10	26911010	26911591	582	41	363	0.624	0.727
chr10	26931937	26932059	123	7	74	0.602	0.66
chr10	26986031	26987239	1209	120	794	0.657	0.939
chr10	27149039	27150230	1192	92	767	0.643	0.762
chr10	27194399	27194527	129	10	91	0.705	0.652
chr10	27220255	27220508	254	15	175	0.689	0.527
chr10	27235554	27235683	130	10	80	0.615	0.831
chr10	27388890	27389646	757	61	470	0.621	0.847
chr10	27442817	27443406	590	40	343	0.581	0.834
chr10	27443993	27444739	747	62	476	0.637	0.831
chr10	27529255	27530103	849	76	572	0.674	0.791
chr10	27530759	27531312	554	50	339	0.612	0.964
chr10	27541343	27541884	542	55	384	0.708	0.811
chr10	27545351	27545934	584	48	433	0.741	0.621
chr10	27546572	27546834	263	11	133	0.506	0.682
chr10	27547554	27548603	1050	88	676	0.644	0.809
chr10	27585140	27586306	1167	74	824	0.706	0.509
chr10	27608703	27609335	633	40	377	0.596	0.715
chr10	27639043	27639226	184	16	144	0.783	0.569
chr10	27702276	27703379	1104	78	721	0.653	0.666
chr10	27707293	27707512	220	10	128	0.582	0.548
chr10	27756752	27756946	195	13	116	0.595	0.787
chr10	27793116	27793874	759	69	510	0.672	0.807
chr10	28030096	28031280	1185	78	710	0.599	0.736
chr10	28031455	28036106	4652	369	2955	0.635	0.789
chr10	28287118	28288194	1077	92	706	0.656	0.8
chr10	28525666	28525757	92	5	53	0.576	0.657
chr10	28591457	28592353	897	89	646	0.72	0.771
chr10	28821236	28822468	1233	157	907	0.736	0.946
chr10	28822630	28823129	500	51	339	0.678	0.899
chr10	28957439	28958352	914	64	516	0.565	0.879
chr10	28965715	28967256	1542	185	1122	0.728	0.909
chr10	29011074	29011685	612	41	369	0.603	0.738
chr10	29060102	29061083	982	70	668	0.68	0.62
chr10	29084735	29084897	163	8	83	0.509	0.766
chr10	29104063	29104187	125	8	67	0.536	0.926
chr10	29104639	29104977	339	35	251	0.74	0.754
chr10	29184766	29184876	111	8	63	0.568	0.949
chr10	29185802	29186258	457	39	330	0.722	0.655
chr10	29186554	29186801	248	13	129	0.52	0.776
chr10	29214099	29214351	253	21	153	0.605	0.908
chr10	29228829	29228957	129	9	68	0.527	1.008
chr10	29431744	29431841	98	8	66	0.673	0.778
chr10	29655151	29655503	353	25	251	0.711	0.564
chr10	29656368	29656556	189	10	104	0.55	0.712
chr10	29698447	29699136	690	67	469	0.68	0.841
chr10	29738578	29738751	174	6	94	0.54	0.495
chr10	29747282	29747442	161	14	101	0.627	0.885
chr10	29759222	29759456	235	16	147	0.626	0.699
chr10	29769455	29769660	206	11	116	0.563	0.709
chr10	29780279	29780659	381	16	194	0.509	0.698
chr10	29781911	29782287	377	15	199	0.528	0.572
chr10	29805270	29805377	108	5	51	0.472	0.871
chr10	29811538	29811628	91	5	51	0.56	0.707
chr10	29820893	29821515	623	25	318	0.51	0.616
chr10	29839733	29840114	382	19	212	0.555	0.652
chr10	29874770	29875057	288	13	150	0.521	0.666
chr10	29984911	29986175	1265	90	898	0.71	0.565
chr10	30023976	30025158	1183	149	879	0.743	0.921
chr10	30025337	30026271	935	93	671	0.718	0.777
chr10	30248651	30248911	261	13	134	0.513	0.756
chr10	30316178	30316940	763	36	453	0.594	0.541
chr10	30317625	30318058	434	20	242	0.558	0.605
chr10	30347526	30348610	1085	122	807	0.744	0.815
chr10	30451811	30452288	478	25	317	0.663	0.476
chr10	30452466	30452585	120	6	66	0.55	0.661
chr10	30452724	30452929	206	15	117	0.568	0.933
chr10	30637962	30638317	356	27	206	0.579	0.907
chr10	30692613	30692718	106	10	72	0.679	0.824
chr10	30720703	30720775	73	8	55	0.753	0.779
chr10	30722011	30723894	1884	154	1223	0.649	0.777
chr10	30724060	30724385	326	14	163	0.5	0.699
chr10	30818479	30818665	187	15	122	0.652	0.764
chr10	30980037	30980413	377	18	203	0.538	0.659
chr10	30980860	30980967	108	8	63	0.583	0.923
chr10	31005996	31006093	98	10	58	0.592	1.167
chr10	31057448	31057543	96	7	53	0.552	0.974
chr10	31073871	31073982	112	19	90	0.804	1.095
chr10	31074145	31074385	241	23	174	0.722	0.739
chr10	31107993	31108216	224	13	130	0.58	0.695
chr10	31190335	31190718	384	25	210	0.547	0.872
chr10	31191919	31192189	271	19	198	0.731	0.543
chr10	31236695	31236950	256	14	149	0.582	0.659
chr10	31320551	31321662	1112	94	739	0.665	0.792
chr10	31346035	31346208	174	12	94	0.54	0.967
chr10	31422673	31423552	880	59	575	0.653	0.628
chr10	31607150	31610095	2946	288	1962	0.666	0.888
chr10	31650776	31651451	676	54	471	0.697	0.665
chr10	31738047	31738232	186	13	110	0.591	0.809
chr10	31758230	31758494	265	16	154	0.581	0.718
chr10	31892057	31892753	697	66	484	0.694	0.79
chr10	32048256	32048456	201	21	147	0.731	0.788
chr10	32048736	32049424	689	61	443	0.643	0.857
chr10	32216048	32216457	410	15	204	0.498	0.593
chr10	32216717	32218350	1634	169	1127	0.69	0.87
chr10	32257980	32259986	2007	150	1488	0.741	0.544
chr10	32344499	32345598	1100	113	762	0.693	0.856
chr10	32398653	32399304	652	40	396	0.607	0.666
chr10	32427076	32427357	282	14	152	0.539	0.782
chr10	32522355	32523095	741	62	518	0.699	0.686
chr10	32635114	32636641	1528	171	1082	0.708	0.893
chr10	32734958	32735513	556	48	350	0.629	0.872
chr10	32789178	32789846	669	46	448	0.67	0.616
chr10	32794608	32795677	1070	59	704	0.658	0.511
chr10	33246320	33247692	1373	170	1029	0.749	0.885
chr10	33269547	33269852	306	24	198	0.647	0.75
chr10	33294676	33294815	140	17	104	0.743	0.88
chr10	33302277	33302608	332	22	239	0.72	0.515
chr10	33338243	33338594	352	27	259	0.736	0.571
chr10	33339010	33339466	457	24	252	0.551	0.699
chr10	33541062	33541377	316	16	173	0.547	0.678
chr10	33623152	33626187	3036	246	2032	0.669	0.724
chr10	33757027	33757266	240	16	173	0.721	0.517
chr10	33758075	33758178	104	9	58	0.558	1.147
chr10	33769510	33769769	260	22	191	0.735	0.631
chr10	33805427	33805753	327	25	194	0.593	0.873
chr10	34344379	34344876	498	36	358	0.719	0.56
chr10	34345279	34345536	258	13	137	0.531	0.753
chr10	34398955	34399077	123	8	64	0.52	0.962
chr10	34399658	34399846	189	7	101	0.534	0.519
chr10	34408504	34408668	165	19	117	0.709	0.917
chr10	34641506	34642138	633	49	444	0.701	0.631
chr10	34925622	34925762	141	8	86	0.61	0.645
chr10	35102809	35104993	2185	217	1558	0.713	0.786
chr10	35105116	35105232	117	15	75	0.641	1.259
chr10	35195498	35195760	263	15	150	0.57	0.701
chr10	35258087	35258305	219	10	127	0.58	0.543
chr10	35265055	35265578	524	35	345	0.658	0.617
chr10	35378595	35379613	1019	80	656	0.644	0.758
chr10	35415529	35416673	1145	128	801	0.7	0.914
chr10	35503861	35503999	139	16	99	0.712	0.919
chr10	35625115	35626647	1533	210	1149	0.75	0.976
chr10	35651913	35652254	342	28	242	0.708	0.655
chr10	35762864	35763054	191	18	111	0.581	1.116
chr10	35838613	35838892	280	14	168	0.6	0.593
chr10	35857920	35858115	196	12	119	0.607	0.682
chr10	35896560	35897306	747	74	523	0.7	0.809
chr10	35928311	35932373	4063	459	2846	0.7	0.921
chr10	36054177	36054331	155	12	108	0.697	0.699
chr10	36147778	36147969	192	10	108	0.562	0.659
chr10	36770296	36770373	78	7	46	0.59	1.083
chr10	36813242	36813346	105	12	76	0.724	0.882
chr10	37022614	37022861	248	19	142	0.573	0.95
chr10	37414223	37414816	594	47	398	0.67	0.714
chr10	37940463	37940983	521	33	308	0.591	0.758
chr10	37969217	37969624	408	28	279	0.684	0.588
chr10	37969813	37970305	493	41	334	0.677	0.725
chr10	38015456	38015586	131	14	88	0.672	0.965
chr10	38069617	38069938	322	31	212	0.658	0.891
chr10	38146040	38147105	1066	89	680	0.638	0.834
chr10	38186051	38186241	191	16	111	0.581	0.996
chr10	38265107	38265894	788	65	525	0.666	0.752
chr10	38284472	38284737	266	13	151	0.568	0.611
chr10	38299381	38300092	712	66	476	0.669	0.848
chr10	38382842	38383963	1122	79	667	0.594	0.81
chr10	38384481	38384622	142	6	67	0.472	0.789
chr10	38445660	38445938	279	15	190	0.681	0.464
chr10	38645148	38645539	392	39	253	0.645	0.976
chr10	38691442	38692163	722	102	527	0.73	1.061
chr10	38738431	38739756	1326	71	920	0.694	0.474
chr10	38740282	38740483	202	13	138	0.683	0.559
chr10	38802592	38802798	207	10	97	0.469	1.344
chr10	38893461	38894318	858	92	578	0.674	1.044
chr10	38908783	38908988	206	13	131	0.636	0.629
chr10	38928767	38929109	343	22	219	0.638	0.646
chr10	39023107	39024048	942	90	658	0.699	0.805
chr10	42606536	42608813	2278	177	1380	0.606	0.912
chr10	42633181	42633726	546	30	355	0.65	0.521
chr10	42644667	42646392	1726	170	1138	0.659	0.935
chr10	42672549	42673410	862	118	599	0.695	1.254
chr10	42737139	42738241	1103	116	787	0.714	0.854
chr10	42738417	42739136	720	101	516	0.717	1.212
chr10	42777310	42777642	333	21	216	0.649	0.625
chr10	42801434	42801550	117	4	57	0.487	0.777
chr10	42862978	42863327	350	23	231	0.66	0.603
chr10	42931099	42931277	179	14	108	0.603	0.861
chr10	42970976	42971712	737	51	502	0.681	0.598
chr10	42972795	42972922	128	11	86	0.672	0.761
chr10	43047180	43047257	78	5	51	0.654	0.675
chr10	43047601	43048496	896	66	551	0.615	0.791
chr10	43048646	43048755	110	10	74	0.673	0.825
chr10	43133552	43134241	690	58	456	0.661	0.777
chr10	43248553	43250881	2329	218	1615	0.693	0.779
chr10	43277913	43278860	948	69	562	0.593	0.831
chr10	43332271	43332818	548	58	385	0.703	0.872
chr10	43342348	43343199	852	61	616	0.723	0.55
chr10	43361289	43361392	104	8	73	0.702	0.639
chr10	43361585	43362483	899	85	608	0.676	0.827
chr10	43362626	43363052	427	16	210	0.492	0.625
chr10	43375538	43375830	293	14	188	0.642	0.494
chr10	43393207	43394751	1545	111	967	0.626	0.738
chr10	43395649	43396044	396	26	272	0.687	0.557
chr10	43428195	43429457	1263	91	861	0.682	0.621
chr10	43446876	43447384	509	34	347	0.682	0.577
chr10	43522084	43522427	344	23	231	0.672	0.597
chr10	43572005	43573435	1431	181	1054	0.737	0.936
chr10	43600239	43601118	880	96	628	0.714	0.859
chr10	43601893	43602000	108	9	74	0.685	0.715
chr10	43626431	43626578	148	10	101	0.682	0.587
chr10	43633030	43633735	706	67	465	0.659	0.875
chr10	43633855	43634674	820	77	498	0.607	1.04
chr10	43697849	43698178	330	27	235	0.712	0.719
chr10	43698918	43699049	132	10	95	0.72	0.645
chr10	43724545	43725948	1404	142	1019	0.726	0.768
chr10	43738080	43739262	1183	74	809	0.684	0.535
chr10	43761951	43762672	722	130	608	0.842	1.017
chr10	43800200	43800527	328	32	222	0.677	0.89
chr10	43818126	43818594	469	31	305	0.65	0.637
chr10	43824457	43825482	1026	58	704	0.686	0.48
chr10	43837814	43838629	816	51	572	0.701	0.515
chr10	43846297	43846576	280	34	187	0.668	1.112
chr10	43857520	43858206	687	55	449	0.654	0.757
chr10	43882552	43883007	456	19	255	0.559	0.547
chr10	43891378	43893041	1664	149	1124	0.675	0.799
chr10	43902642	43903057	416	60	319	0.767	0.982
chr10	43903201	43903345	145	14	99	0.683	0.848
chr10	43903695	43904793	1099	110	755	0.687	0.858
chr10	43915946	43916091	146	22	120	0.822	0.901
chr10	43916464	43916560	97	10	64	0.66	0.947
chr10	43918273	43918475	203	16	136	0.67	0.703
chr10	43931876	43932852	977	85	671	0.687	0.74
chr10	43941654	43942673	1020	68	690	0.676	0.587
chr10	43950914	43951564	651	70	440	0.676	0.945
chr10	43960419	43961530	1112	84	798	0.718	0.587
chr10	44069407	44070180	774	79	528	0.682	0.883
chr10	44101814	44102410	597	52	417	0.698	0.715
chr10	44143831	44144699	869	98	624	0.718	0.88
chr10	44162712	44163485	774	61	508	0.656	0.733
chr10	44184835	44186048	1214	97	791	0.652	0.769
chr10	44197883	44198560	678	38	417	0.615	0.593
chr10	44223565	44224514	950	54	575	0.605	0.621
chr10	44321156	44321815	660	34	410	0.621	0.539
chr10	44488389	44488510	122	8	73	0.598	0.786
chr10	44500555	44500889	335	16	205	0.612	0.51
chr10	44501010	44501271	262	22	152	0.58	1.002
chr10	44701964	44702138	175	13	117	0.669	0.666
chr10	44788100	44789121	1022	64	693	0.678	0.574
chr10	44806023	44806783	761	64	518	0.681	0.726
chr10	44879228	44881883	2656	235	1766	0.665	0.801
chr10	44882135	44882590	456	35	306	0.671	0.685
chr10	45359636	45359769	134	12	91	0.679	0.779
chr10	45360055	45360979	925	54	545	0.589	0.673
chr10	45374740	45374925	186	10	99	0.532	0.777
chr10	45454865	45455468	604	65	441	0.73	0.818
chr10	45470167	45470610	444	30	278	0.626	0.69
chr10	45496276	45496826	551	76	418	0.759	0.993
chr10	45675505	45675766	262	12	142	0.542	0.645
chr10	45693753	45695041	1289	83	854	0.663	0.588
chr10	45719657	45720362	706	55	431	0.61	0.839
chr10	45754911	45755873	963	67	682	0.708	0.555
chr10	45799211	45799471	261	15	156	0.598	0.652
chr10	45843707	45844113	407	24	288	0.708	0.475
